username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
g*****e,"Fitur Terbaik:terbaeqq
Sepadan dengan Harga:worth it banget ini

Alhamdulillah sesuai ekspektasi, ini mah beli seken rasa new
Cakepp pokoknya 
Semoga awet, keren lah pokoknya
Beli di toko ini karna rekomendasi temen, dan ternyata emang serekomendid itu
Ramah, gercep, dan sabar menjawab pertanyaan saya👏🏻👏🏻👏🏻",5,1,1742183906,fitur terbaik terbaeqq sepadan dengan harga worth it banget ini alhamdulillah sesuai ekspektasi ini mah beli seken rasa new cakepp pokoknya semoga awet keren lah pokoknya beli di toko ini karna rekomendasi temen dan ternyata emang serekomendid itu ramah gercep dan sabar menjawab pertanyaan saya,fitur terbaik terbaeqq sepadan dengan harga worth it banget ini alhamdulillah sesuai ekspektasi ini mah beli seken rasa new cakepp pokoknya semoga awet keren lah pokoknya beli di toko ini karna rekomendasi temen dan ternyata emang serekomendid itu ramah gercep dan sabar menjawab pertanyaan saya,45,positive,0.75,295,0.013559322033898305,0.2,0.0,0.0,0.05338983050847458,0
koplak_poll,"Desain:laptop mungil
Kondisi Barang:baik
Fungsi:beroperasi dengan sempurna

Ga pake mendang mending, kalo ga punya banyak duit. Langsung gas aja. Toko amanah, packing aman. Sesuai dengan kebutuhan saya",5,0,1741672200,desain laptop mungil kondisi barang baik fungsi beroperasi dengan sempurna ga pake mendang mending kalo ga punya banyak duit langsung gas aja toko amanah packing aman sesuai dengan kebutuhan saya,desain laptop mungil kondisi barang baik fungsi beroperasi dengan sempurna ga pake mendang mending kalo ga punya banyak duit langsung gas aja toko amanah packing aman sesuai dengan kebutuhan saya,30,positive,0.75,195,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0
a*****y,"Kondisi Barang:mulus
Kualitas:ok

Nyala , bisa di gunakan
Semoga aja awet
Packing tebal",5,0,1741684349,kondisi barang mulus kualitas ok nyala bisa di gunakan semoga aja awet packing tebal,kondisi barang mulus kualitas ok nyala bisa di gunakan semoga aja awet packing tebal,14,positive,0.75,84,0.0,0.0,0.0,0.0,0.0,0
m*****n,"Fitur Terbaik:berjalan dengan baik
Sepadan dengan Harga:murce, dpt tas sm dpt keyboard blacklight pula

Bismillah lillah. Semoga awet terus...
Laptop second 98% kondisi fisik bagus. Lecet2 pemakaian saja.
Penjual super ramah dan responsif. Katanya non blacklight tp ternyata blacklight. Alhamdulillah semoga amanah dan sukses terus.",5,4,1742187891,fitur terbaik berjalan dengan baik sepadan dengan harga murce dpt tas sm dpt keyboard blacklight pula bismillah lillah semoga awet terus laptop second 98 kondisi fisik bagus lecet2 pemakaian saja penjual super ramah dan responsif katanya non blacklight tp ternyata blacklight alhamdulillah semoga amanah dan sukses terus,fitur terbaik berjalan dengan baik sepadan dengan harga murce dpt tas sm dpt keyboard blacklight pula bismillah lillah semoga awet terus laptop second 98 kondisi fisik bagus lecet2 pemakaian saja penjual super ramah dan responsif katanya non blacklight tp ternyata blacklight alhamdulillah semoga amanah dan sukses terus,47,positive,0.75,320,0.009375,0.2765957446808511,0.0,0.0,0.07149268617021277,0
mochilyaz,Barang sangat bagus sekali tanpa lecet pengiriman jga tepat waktu semoga bisa awet,5,0,1742186549,barang sangat bagus sekali tanpa lecet pengiriman jga tepat waktu semoga bisa awet,barang sangat bagus sekali tanpa lecet pengiriman jga tepat waktu semoga bisa awet,13,positive,0.75,82,0.0,0.0,0.0,0.0,0.0,0
abspyn,"Kondisi Barang:Datang dalam keadaan mulus tapi kotor (lupa foto tapi ada di video)
Desain:Sesuai dengan merk
Kualitas:Ok, dilengkapi Adapter Charger dan dapet Tas laptop (Alhamdulillah walaupun bahannya tipis)

Dilihat dari kondisi produk dari awal pembelian beberapa bulan yg lalu sampe sekarang masih ok, hanya mungkin performanya sudah drop dari awal (maklum, namanya jga second). Tapi untuk kegiatan office dan editing foto seperti photoshop cc 2022, laptopnya sudah ngangkat, hanya butuh perawatan saja. Thanks min",5,2,1760540976,kondisi barang datang dalam keadaan mulus tapi kotor lupa foto tapi ada di video desain sesuai dengan merk kualitas ok dilengkapi adapter charger dan dapet tas laptop alhamdulillah walaupun bahannya tipis dilihat dari kondisi produk dari awal pembelian beberapa bulan yg lalu sampe sekarang masih ok hanya mungkin performanya sudah drop dari awal maklum namanya jga second tapi untuk kegiatan office dan editing foto seperti photoshop cc 2022 laptopnya sudah ngangkat hanya butuh perawatan saja thanks min,kondisi barang datang dalam keadaan mulus tapi kotor lupa foto tapi ada di video desain sesuai dengan merk kualitas ok dilengkapi adapter charger dan dapet tas laptop alhamdulillah walaupun bahannya tipis dilihat dari kondisi produk dari awal pembelian beberapa bulan yg lalu sampe sekarang masih ok hanya mungkin performanya sudah drop dari awal maklum namanya jga second tapi untuk kegiatan office dan editing foto seperti photoshop cc 2022 laptopnya sudah ngangkat hanya butuh perawatan saja thanks min,77,neutral,0.55,505,0.011881188118811881,0.2597402597402597,0.0,0.0,0.0679053619647679,0
firmankhanafi,"Barang sampai dengan selamat, sesuai yang di deskripsikan, terima kasih admin.",5,0,1741933516,barang sampai dengan selamat sesuai yang di deskripsikan terima kasih admin,barang sampai dengan selamat sesuai yang di deskripsikan terima kasih admin,11,positive,0.75,75,0.0,0.0,0.0,0.0,0.0,0
nicosatryapratama,"Kondisi Barang:baik sekali
Desain:bagus
Kualitas:bagus

Recomended",5,0,1741767418,kondisi barang baik sekali desain bagus kualitas bagus recomended,kondisi barang baik sekali desain bagus kualitas bagus recomended,9,positive,0.75,65,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
wulanmbulan,"Desain:bagus, matte black
Kondisi Barang:walaupun second tp mulus ada lecet dikit di bagian engsel tp masih maklum karena pemakaian
Fungsi:semua komponen berfungsi dengan baik

Pelayanan ramah dan cepat, dikirim sesuai keinginan pembeli. Bismillah semoga awet..",5,0,1741676497,desain bagus matte black kondisi barang walaupun second tp mulus ada lecet dikit di bagian engsel tp masih maklum karena pemakaian fungsi semua komponen berfungsi dengan baik pelayanan ramah dan cepat dikirim sesuai keinginan pembeli bismillah semoga awet,desain bagus matte black kondisi barang walaupun second tp mulus ada lecet dikit di bagian engsel tp masih maklum karena pemakaian fungsi semua komponen berfungsi dengan baik pelayanan ramah dan cepat dikirim sesuai keinginan pembeli bismillah semoga awet,38,positive,0.75,255,0.00784313725490196,0.05263157894736842,0.0,0.0,0.015118679050567595,0
koheri1111,"Paket telah diterima sesuai pesanan, test nyala dan fungsi baik, semoga aman dan tidak ada keluhan",5,2,1742013245,paket telah diterima sesuai pesanan test nyala dan fungsi baik semoga aman dan tidak ada keluhan,paket telah diterima sesuai pesanan test nyala dan fungsi baik semoga aman dan tidak ada keluhan,16,neutral,0.55,96,0.0,0.125,0.0,0.0,0.03125,0
shient.anday,"Desain:Bagus
Kondisi Barang:Bagus dan lengkap seperti baru
Kualitas:in shaa Allah terbaik

Sesuai pesanan dan bagus seperti baru
Semoga awet dan bermanfaat buat anak kuliah
Semoga makin selalu amanah dan makin sukses. Terima kasih",5,1,1755204298,desain bagus kondisi barang bagus dan lengkap seperti baru kualitas in shaa allah terbaik sesuai pesanan dan bagus seperti baru semoga awet dan bermanfaat buat anak kuliah semoga makin selalu amanah dan makin sukses terima kasih,desain bagus kondisi barang bagus dan lengkap seperti baru kualitas in shaa allah terbaik sesuai pesanan dan bagus seperti baru semoga awet dan bermanfaat buat anak kuliah semoga makin selalu amanah dan makin sukses terima kasih,36,positive,0.75,228,0.013157894736842105,0.4166666666666667,0.0,0.0,0.1074561403508772,0
endangwidiati22,"Desain:kerenn
Kondisi Barang:mulus
Kualitas:bagus

Kualitas bagus dan masih mulus, kondisinya ...baterai masih bertahan 2 jam 
Semoga tetap bertahan lama 
InsyaAllah bisa jadi langganan",5,0,1741770999,desain kerenn kondisi barang mulus kualitas bagus kualitas bagus dan masih mulus kondisinya baterai masih bertahan 2 jam semoga tetap bertahan lama insyaallah bisa jadi langganan,desain kerenn kondisi barang mulus kualitas bagus kualitas bagus dan masih mulus kondisinya baterai masih bertahan 2 jam semoga tetap bertahan lama insyaallah bisa jadi langganan,26,neutral,0.55,178,0.02247191011235955,0.38461538461538464,0.0,0.0,0.10177182368193605,0
nasirfatur,"Fitur Terbaik:produk original

Barang bagus, saya sangat suka ini",5,4,1742188819,fitur terbaik produk original barang bagus saya sangat suka ini,fitur terbaik produk original barang bagus saya sangat suka ini,10,positive,0.75,63,0.0,0.0,0.0,0.0,0.0,0
nonasri906,"Desain:kereen
Kondisi Barang:mulus
Kualitas:sangat bagus dan memuaskan

Laptopnya keren mulus,awalnya nggk bisa buka e ternyata bukanya di geser kesamping...😊",5,0,1741686935,desain kereen kondisi barang mulus kualitas sangat bagus dan memuaskan laptopnya keren mulus awalnya nggk bisa buka e ternyata bukanya di geser kesamping,desain kereen kondisi barang mulus kualitas sangat bagus dan memuaskan laptopnya keren mulus awalnya nggk bisa buka e ternyata bukanya di geser kesamping,23,positive,0.75,153,0.013071895424836602,0.08695652173913043,0.0,0.0,0.025007104290991757,0
_*****m,"Laptop bagus,tidak terlalu jelek,mulus,tapi  ya sepadan dengan kata seken kalau laptop ada sisa bekas sering disentuh atau kotor debu
Tapi untuk inti mesin bagussss berfungsi semua",5,2,1742186233,laptop bagus tidak terlalu jelek mulus tapi ya sepadan dengan kata seken kalau laptop ada sisa bekas sering disentuh atau kotor debu tapi untuk inti mesin bagussss berfungsi semua,laptop bagus tidak terlalu jelek mulus tapi ya sepadan dengan kata seken kalau laptop ada sisa bekas sering disentuh atau kotor debu tapi untuk inti mesin bagussss berfungsi semua,29,negative,0.75,179,0.01675977653631285,0.13793103448275862,0.0,1.0,0.23867270275476787,0
putridevi.arumsari,"Fitur Terbaik:bagus
Sepadan dengan Harga:sepadan

bagus sesuai dengan deskripsi. namun lecet tepi bagian engsel laptop lumayan kelihatan tapi tidak apa apa. terimakasih kak",4,6,1741682378,fitur terbaik bagus sepadan dengan harga sepadan bagus sesuai dengan deskripsi namun lecet tepi bagian engsel laptop lumayan kelihatan tapi tidak apa apa terimakasih kak,fitur terbaik bagus sepadan dengan harga sepadan bagus sesuai dengan deskripsi namun lecet tepi bagian engsel laptop lumayan kelihatan tapi tidak apa apa terimakasih kak,25,positive,0.75,169,0.0,0.32,0.0,0.0,0.08,0
z*****p,"Mantap,,barang bagus seperti baru. Storage aman lega. Sizenya mantep di 15"". Dapet tas baru, packing aman juga. Perfek si. Mulai dari chargeran nyambung, layar bersih. Keyboard juga enak. Suara aman si meski kadang ga stabil tapi fine aja soalnya cuma buat programming aja. Oiya sama engsel nya tuing-tuing dikit tapi ya gamasalah soalnya cuma dipake bikin software doang,ngoding2 tipis doang lah. Makasih mimin cantik dan ganteng. Barang bagus nih.",5,1,1756260322,mantap barang bagus seperti baru storage aman lega sizenya mantep di 15 dapet tas baru packing aman juga perfek si mulai dari chargeran nyambung layar bersih keyboard juga enak suara aman si meski kadang ga stabil tapi fine aja soalnya cuma buat programming aja oiya sama engsel nya tuing tuing dikit tapi ya gamasalah soalnya cuma dipake bikin software doang ngoding2 tipis doang lah makasih mimin cantik dan ganteng barang bagus nih,mantap barang bagus seperti baru storage aman lega sizenya mantep di 15 dapet tas baru packing aman juga perfek si mulai dari chargeran nyambung layar bersih keyboard juga enak suara aman si meski kadang ga stabil tapi fine aja soalnya cuma buat programming aja oiya sama engsel nya tuing tuing dikit tapi ya gamasalah soalnya cuma dipake bikin software doang ngoding2 tipis doang lah makasih mimin cantik dan ganteng barang bagus nih,72,positive,0.75,434,0.002304147465437788,0.3472222222222222,0.0,0.0,0.087381592421915,0
wilispebrianitabundadafirazqa,"Fitur Terbaik:ok, sesuai dg harapan, yg paling penting bisa COD, pkok nya top deh, dg harga sekian bisa dpat laptop.

Makasih 😍",5,1,1742015256,fitur terbaik ok sesuai dg harapan yg paling penting bisa cod pkok nya top deh dg harga sekian bisa dpat laptop makasih,fitur terbaik ok sesuai dg harapan yg paling penting bisa cod pkok nya top deh dg harga sekian bisa dpat laptop makasih,22,positive,0.75,119,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
melodymiracle,"Kondisi Barang:baik
Desain:bagus
Kualitas:biasa saja

Kondisi barangnya bagus, berfungsi dengan baik cuma baterainya agak kurang bagus. Butuh waktu lama utk mengecas dicas lebih dari 6 jam tdk penuh. Sangat buruk dalam hal pengecasan",5,0,1741766501,kondisi barang baik desain bagus kualitas biasa saja kondisi barangnya bagus berfungsi dengan baik cuma baterainya agak kurang bagus butuh waktu lama utk mengecas dicas lebih dari 6 jam tdk penuh sangat buruk dalam hal pengecasan,kondisi barang baik desain bagus kualitas biasa saja kondisi barangnya bagus berfungsi dengan baik cuma baterainya agak kurang bagus butuh waktu lama utk mengecas dicas lebih dari 6 jam tdk penuh sangat buruk dalam hal pengecasan,36,negative,0.75,229,0.0,0.19444444444444445,0.0,1.0,0.24861111111111112,0
ebettri,"Sepadan dengan Harga:Sangat Luar biasa

Sangat mulus seperti baru, keren pokoknya, makasih kak, toko sangat amanah, semoga awet yahhh laptopnya... 😁😁🙏",5,0,1741936291,sepadan dengan harga sangat luar biasa sangat mulus seperti baru keren pokoknya makasih kak toko sangat amanah semoga awet yahhh laptopnya,sepadan dengan harga sangat luar biasa sangat mulus seperti baru keren pokoknya makasih kak toko sangat amanah semoga awet yahhh laptopnya,21,positive,0.75,138,0.014492753623188406,0.14285714285714285,0.0,0.0,0.039337474120082816,0
slametbudi649,"Desain:slim bagus
Kondisi Barang:mulus
Kualitas:bagus

Alhamdulillah barang bagus
Sesuai dengan keinginan",5,0,1741770750,desain slim bagus kondisi barang mulus kualitas bagus alhamdulillah barang bagus sesuai dengan keinginan,desain slim bagus kondisi barang mulus kualitas bagus alhamdulillah barang bagus sesuai dengan keinginan,14,positive,0.75,104,0.009615384615384616,0.35714285714285715,0.0,0.0,0.09168956043956045,0
umailanura,"Kondisi Barang:lecet pemakaian wajar
Kualitas:good
Desain:good

masih dalam masa uji coba semoga aman",5,0,1741932513,kondisi barang lecet pemakaian wajar kualitas good desain good masih dalam masa uji coba semoga aman,kondisi barang lecet pemakaian wajar kualitas good desain good masih dalam masa uji coba semoga aman,16,neutral,0.55,100,0.02,0.125,0.0,0.0,0.03625,0
uli0112,Makasih sangat amanah sekali.. dan kondisi laptop nya masih muluss dan sangat bagus batrei awet sekali 🥰,5,0,1741764143,makasih sangat amanah sekali dan kondisi laptop nya masih muluss dan sangat bagus batrei awet sekali,makasih sangat amanah sekali dan kondisi laptop nya masih muluss dan sangat bagus batrei awet sekali,16,positive,0.75,100,0.01,0.375,0.0,0.0,0.09625,0
akps84,"Desain:Menarim
Kondisi Barang:Datang dengan Mulus
Fungsi:Normal, semoga Awet

Seller baik, d bantu ngirim Video dan Photo untuk meyakinkan.... Pembelian ke2",5,0,1741672045,desain menarim kondisi barang datang dengan mulus fungsi normal semoga awet seller baik d bantu ngirim video dan photo untuk meyakinkan pembelian ke2,desain menarim kondisi barang datang dengan mulus fungsi normal semoga awet seller baik d bantu ngirim video dan photo untuk meyakinkan pembelian ke2,23,neutral,0.55,149,0.006711409395973154,0.0,0.0,0.0,0.0016778523489932886,0
andjanisari.m,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:worth it

Masya Allah barang sudah datang. Body mulus, sistem bekerja dengan baik. Dengan respon admin yang baik dan cepat. Barang dikirim dengan aman dan tepat. Semoga awet🥰
Terima kasih admin 🙏🏻",5,0,1741934652,fitur terbaik sangat baik sepadan dengan harga worth it masya allah barang sudah datang body mulus sistem bekerja dengan baik dengan respon admin yang baik dan cepat barang dikirim dengan aman dan tepat semoga awet terima kasih admin,fitur terbaik sangat baik sepadan dengan harga worth it masya allah barang sudah datang body mulus sistem bekerja dengan baik dengan respon admin yang baik dan cepat barang dikirim dengan aman dan tepat semoga awet terima kasih admin,38,positive,0.75,233,0.004291845493562232,0.34210526315789475,0.0,0.0,0.08659927716286424,0
dediha9090,"Fitur Terbaik:baik
Sepadan dengan Harga:baik

Barang masih bagus, terimakasih kepada toko dan kurirnya",5,1,1742009873,fitur terbaik baik sepadan dengan harga baik barang masih bagus terimakasih kepada toko dan kurirnya,fitur terbaik baik sepadan dengan harga baik barang masih bagus terimakasih kepada toko dan kurirnya,15,positive,0.75,100,0.0,0.13333333333333333,0.0,0.0,0.03333333333333333,0
yooodio,Mantap banget laptop second kaya bukan laptop second masih mulus ya pasti ada lah lecet dikit spesifikasi juga sesuai sama di deskripsi😁😁😁,5,3,1760541096,mantap banget laptop second kaya bukan laptop second masih mulus ya pasti ada lah lecet dikit spesifikasi juga sesuai sama di deskripsi,mantap banget laptop second kaya bukan laptop second masih mulus ya pasti ada lah lecet dikit spesifikasi juga sesuai sama di deskripsi,22,positive,0.75,135,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
golbinachr15,"Desain:bagus
Kondisi Barang:dapat digunakan
Kualitas:baik

Walau tidak fast respon, tapi responnya cukup ketika tanya tanya untuk masalah spek dll. Barang datang dengan selamat. Kita lihat beberapa waktu mendatang, seperti apa yser experiencenya saat menggunakan laptop baru ini.",5,2,1760541223,desain bagus kondisi barang dapat digunakan kualitas baik walau tidak fast respon tapi responnya cukup ketika tanya tanya untuk masalah spek dll barang datang dengan selamat kita lihat beberapa waktu mendatang seperti apa yser experiencenya saat menggunakan laptop baru ini,desain bagus kondisi barang dapat digunakan kualitas baik walau tidak fast respon tapi responnya cukup ketika tanya tanya untuk masalah spek dll barang datang dengan selamat kita lihat beberapa waktu mendatang seperti apa yser experiencenya saat menggunakan laptop baru ini,40,neutral,0.55,273,0.014652014652014652,0.1,0.0,0.0,0.028663003663003665,0
metandclo,"Maaf baru review. Karena baru sempat buka laptopnya. Laptopnya diterima dengan sangat baik. Baterai udh dicoba buat nnton film, bisa bertahan 3 jam lebih. Mantaappp pokoknya",5,0,1741674016,maaf baru review karena baru sempat buka laptopnya laptopnya diterima dengan sangat baik baterai udh dicoba buat nnton film bisa bertahan 3 jam lebih mantaappp pokoknya,maaf baru review karena baru sempat buka laptopnya laptopnya diterima dengan sangat baik baterai udh dicoba buat nnton film bisa bertahan 3 jam lebih mantaappp pokoknya,26,neutral,0.55,168,0.02976190476190476,0.15384615384615385,0.0,0.0,0.045902014652014655,0
ica_aniq,"Desain:agak jadul
Kondisi Barang:lumayan mulus
Fungsi:berfungsi dengan baik

Overall baik semua berfungsi termasuk charger..terimakasih.",5,0,1741680488,desain agak jadul kondisi barang lumayan mulus fungsi berfungsi dengan baik overall baik semua berfungsi termasuk charger terimakasih,desain agak jadul kondisi barang lumayan mulus fungsi berfungsi dengan baik overall baik semua berfungsi termasuk charger terimakasih,18,neutral,0.55,133,0.007518796992481203,0.2222222222222222,0.0,0.0,0.05743525480367585,0
sarihartini21,"Desain:bagus dan gk ada lecet, seperti laptop baru walaupun bekas
Kondisi Barang:barang dalam kondisi bagus, packing tebal, buble warp sangat tebal
Fungsi:laptop berfungsi dg normal

Packing sangat aman, plastik warp sangat tebal. Laptop kondisi bagus dan gk ada lecet, seperti baru walaupun bekas. Berfungsi dg normal jg. Pengiriman jg cepat. Rekomended",2,0,1742810507,desain bagus dan gk ada lecet seperti laptop baru walaupun bekas kondisi barang barang dalam kondisi bagus packing tebal buble warp sangat tebal fungsi laptop berfungsi dg normal packing sangat aman plastik warp sangat tebal laptop kondisi bagus dan gk ada lecet seperti baru walaupun bekas berfungsi dg normal jg pengiriman jg cepat rekomended,desain bagus dan gk ada lecet seperti laptop baru walaupun bekas kondisi barang barang dalam kondisi bagus packing tebal buble warp sangat tebal fungsi laptop berfungsi dg normal packing sangat aman plastik warp sangat tebal laptop kondisi bagus dan gk ada lecet seperti baru walaupun bekas berfungsi dg normal jg pengiriman jg cepat rekomended,54,positive,0.75,344,0.0,0.8333333333333334,0.0,1.0,0.4083333333333333,0
pujiilahi,"Barang oke, sayang cuman chargernya aja ada bunyi dikit. Mantap",5,0,1741768895,barang oke sayang cuman chargernya aja ada bunyi dikit mantap,barang oke sayang cuman chargernya aja ada bunyi dikit mantap,10,positive,0.75,61,0.0,0.0,0.0,0.0,0.0,0
ratna.nha,"Desain:bagus
Kondisi Barang:second like new
Fungsi:aman

Thanks kak barangnya bagus, second tp sprti baru
Suka deh
Pengiriman cepet bgt",5,0,1749877674,desain bagus kondisi barang second like new fungsi aman thanks kak barangnya bagus second tp sprti baru suka deh pengiriman cepet bgt,desain bagus kondisi barang second like new fungsi aman thanks kak barangnya bagus second tp sprti baru suka deh pengiriman cepet bgt,22,positive,0.75,133,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0
auf_zp,"Sepadan dengan Harga:sesuai dengan harga

Fungsi  normal",5,0,1742009586,sepadan dengan harga sesuai dengan harga fungsi normal,sepadan dengan harga sesuai dengan harga fungsi normal,8,positive,0.75,54,0.0,0.5,0.0,0.0,0.125,0
jajananamasar,"Fitur Terbaik:Bagus.. sperti baru, fungsi normal.. battere msih joss..",5,18,1742189437,fitur terbaik bagus sperti baru fungsi normal battere msih joss,fitur terbaik bagus sperti baru fungsi normal battere msih joss,10,positive,0.75,63,0.031746031746031744,0.0,0.0,0.0,0.007936507936507936,0
nurkhalik2603,"Desain:Lumayan Bagus
Kondisi Barang:Lumayan Banyak Minusnya
Kualitas:Microsoft Officenya hanya bisa 1 bulan

baru sempat kasih review setelah 1 bulan lebih pemakaian... Kindisi fisik barang lumayan, cas/chargernya KW, baterai gak tahan hanya 30 menit sampai 2 jam, tergantung pemakaian.... Software microsoft.nya tidak bisa dipakai lagi setelah 30 harus beli kode aktivasi sendiri ...
Saat beli juga tipe barang yang dipesan dan yang tiba juga berbeda... Kalau mau beli baiknya minta dulu foto barangnya, pastikan sesuai dengan tipe... Terimakasih... Mari lebih bijak dalam membeli, belajar dari pengalaman org lain",1,12,1763487450,desain lumayan bagus kondisi barang lumayan banyak minusnya kualitas microsoft officenya hanya bisa 1 bulan baru sempat kasih review setelah 1 bulan lebih pemakaian kindisi fisik barang lumayan cas chargernya kw baterai gak tahan hanya 30 menit sampai 2 jam tergantung pemakaian software microsoft nya tidak bisa dipakai lagi setelah 30 harus beli kode aktivasi sendiri saat beli juga tipe barang yang dipesan dan yang tiba juga berbeda kalau mau beli baiknya minta dulu foto barangnya pastikan sesuai dengan tipe terimakasih mari lebih bijak dalam membeli belajar dari pengalaman org lain,desain lumayan bagus kondisi barang lumayan banyak minusnya kualitas microsoft officenya hanya bisa 1 bulan baru sempat kasih review setelah 1 bulan lebih pemakaian kindisi fisik barang lumayan cas chargernya kw baterai gak tahan hanya 30 menit sampai 2 jam tergantung pemakaian software microsoft nya tidak bisa dipakai lagi setelah 30 harus beli kode aktivasi sendiri saat beli juga tipe barang yang dipesan dan yang tiba juga berbeda kalau mau beli baiknya minta dulu foto barangnya pastikan sesuai dengan tipe terimakasih mari lebih bijak dalam membeli belajar dari pengalaman org lain,91,positive,0.75,589,0.003395585738539898,0.3626373626373626,0.0,1.0,0.29150823709397566,0
yayanjogja,"Sepadan dengan Harga:sesuai dengan harga
Fitur Terbaik:mantap...

Sesuai spek..",5,0,1741934424,sepadan dengan harga sesuai dengan harga fitur terbaik mantap sesuai spek,sepadan dengan harga sesuai dengan harga fitur terbaik mantap sesuai spek,11,positive,0.75,73,0.0,0.5454545454545454,0.0,0.0,0.13636363636363635,0
vitradhevie,"Fitur Terbaik:Berfungsi dengan baik
Sepadan dengan Harga:Sesuai dengan produk

Pembelian ke 2 nie. Alhamdulillah baranganya sudah sampai dengan selamat . Bagus pokoknya TOP BGT Terimakasih Seller",5,0,1742184242,fitur terbaik berfungsi dengan baik sepadan dengan harga sesuai dengan produk pembelian ke 2 nie alhamdulillah baranganya sudah sampai dengan selamat bagus pokoknya top bgt terimakasih seller,fitur terbaik berfungsi dengan baik sepadan dengan harga sesuai dengan produk pembelian ke 2 nie alhamdulillah baranganya sudah sampai dengan selamat bagus pokoknya top bgt terimakasih seller,27,positive,0.75,191,0.010471204188481676,0.14814814814814814,0.0,0.0,0.03965483808415746,0
alclothes_,"Fitur Terbaik:bagus
Sepadan dengan Harga:cocok sama harga nya.

Tks ini pembelian ke 3 di lapak dna com",4,4,1741682989,fitur terbaik bagus sepadan dengan harga cocok sama harga nya tks ini pembelian ke 3 di lapak dna com,fitur terbaik bagus sepadan dengan harga cocok sama harga nya tks ini pembelian ke 3 di lapak dna com,19,positive,0.75,101,0.0,0.10526315789473684,0.0,0.0,0.02631578947368421,0
anangsholihin438,"Desain:mantap
Kondisi Barang:bagus sekali sampai tujuan sampai dimainin anak langsung pas dicoba
Kualitas:dell oke mantap dan penjual sangat amanah",5,0,1741686794,desain mantap kondisi barang bagus sekali sampai tujuan sampai dimainin anak langsung pas dicoba kualitas dell oke mantap dan penjual sangat amanah,desain mantap kondisi barang bagus sekali sampai tujuan sampai dimainin anak langsung pas dicoba kualitas dell oke mantap dan penjual sangat amanah,22,positive,0.75,147,0.006802721088435374,0.18181818181818182,0.0,0.0,0.0471552257266543,0
mohafifi,"Desain:bagus
Kondisi Barang:selayaknya second
Kualitas:bagus

Rekomended seller",5,0,1741763925,desain bagus kondisi barang selayaknya second kualitas bagus rekomended seller,desain bagus kondisi barang selayaknya second kualitas bagus rekomended seller,10,positive,0.75,78,0.01282051282051282,0.2,0.0,0.0,0.05320512820512821,0
arispeth3l,"Sepadan dengan Harga:harga miring kualitas bagus
Fitur Terbaik:fitur ok

Terimakasih gan pasti order lagi barang berkualitas, sudah di unboxing video kurang lama durasi tidak bisa diupload.",5,0,1742009546,sepadan dengan harga harga miring kualitas bagus fitur terbaik fitur ok terimakasih gan pasti order lagi barang berkualitas sudah di unboxing video kurang lama durasi tidak bisa diupload,sepadan dengan harga harga miring kualitas bagus fitur terbaik fitur ok terimakasih gan pasti order lagi barang berkualitas sudah di unboxing video kurang lama durasi tidak bisa diupload,28,negative,0.75,186,0.0,0.14285714285714285,0.0,1.0,0.2357142857142857,0
p*****k,Barang smpai dengan selamat dan gak ada masalah. seller nya juga keren dan respon nya ramah👍🏼👍🏼,5,0,1742014423,barang smpai dengan selamat dan gak ada masalah seller nya juga keren dan respon nya ramah,barang smpai dengan selamat dan gak ada masalah seller nya juga keren dan respon nya ramah,16,positive,0.75,90,0.011111111111111112,0.25,0.0,0.0,0.06527777777777778,0
lucasyosaphat,"Desain:Slim
Kondisi Barang:Kondisi lecet dikit penggunaan
Fungsi:fungsi normal semua. worth it daripada beli laptop baru dengan harga yang sama tapi spec nya jauh

Dikasih bonus mouse yang membantu sekali. Thankyouu",5,0,1749878032,desain slim kondisi barang kondisi lecet dikit penggunaan fungsi fungsi normal semua worth it daripada beli laptop baru dengan harga yang sama tapi spec nya jauh dikasih bonus mouse yang membantu sekali thankyouu,desain slim kondisi barang kondisi lecet dikit penggunaan fungsi fungsi normal semua worth it daripada beli laptop baru dengan harga yang sama tapi spec nya jauh dikasih bonus mouse yang membantu sekali thankyouu,33,neutral,0.55,212,0.014150943396226415,0.18181818181818182,0.0,0.0,0.04899228130360206,0
arinibanyak,"Fitur Terbaik:SSD
Sepadan dengan Harga:Sepadan

Pengemasan cepat 1 hari langsung datang, barang mulus dan berkualitas terimakasih sudah amanah dan memberikan kualitas yang baik🙏🙏",5,0,1741937592,fitur terbaik ssd sepadan dengan harga sepadan pengemasan cepat 1 hari langsung datang barang mulus dan berkualitas terimakasih sudah amanah dan memberikan kualitas yang baik,fitur terbaik ssd sepadan dengan harga sepadan pengemasan cepat 1 hari langsung datang barang mulus dan berkualitas terimakasih sudah amanah dan memberikan kualitas yang baik,25,positive,0.75,174,0.005747126436781609,0.16,0.0,0.0,0.0414367816091954,0
